"code";"abbreviation";"description";"explanation"
"2157";"TA_RPTRDOK_MALLOC";"cannot allocate envelope to send readOK message.";"CassetteReader Module.<newline/>Meaning: <newline/>Cannot allocate memory for communication.<newline/>Reason:<newline/>SW-Bug<newline/>Cure:<newline/>SW-Bugfixing."
"2158";"TA_RPTWROK_DELIVER";"cannot deliver writeOK message to caller";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2159";"TA_RPTWROK_MALLOC";"cannot allocate envelope to send writeOK message.";"CassetteReader Module.<newline/>Meaning: <newline/>Cannot allocate memory for communication.<newline/>Reason:<newline/>SW-Bug<newline/>Cure:<newline/>SW-Bugfixing."
"2160";"TA_NOTCONSUMED";"event not consumed in this state";"CassetteReader Module.<newline/>Meaning: <newline/>Cannot allocate memory for communication.<newline/>Reason:<newline/>SW-Bug<newline/>Cure:<newline/>SW-Bugfixing."
"2161";"TA_RDIMPORTPSDATA";"could not import PSData section - invalid data encountered.";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2162";"TA_RDIMPORTCTRL";"could not import Ctrl section - invalid data encountered.";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2163";"TA_RDIMPORTIPINFO";"could not import Info section - invalid data encountered.";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2164";"TA_RDIMPORTIPSTATUS";"could not import Status section - invalid data encountered.";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2165";"TA_RPTTAGFOUND_MALLOC";"cannot allocate envelope to send the availability message back.";"CassetteReader Module.<newline/>Meaning: <newline/>Cannot allocate memory for communication.<newline/>Reason:<newline/>SW-Bug<newline/>Cure:<newline/>SW-Bugfixing."
"2166";"TA_RPTNOTAG_MALLOC";"cannot allocate envelope to send the noTag message back.";"CassetteReader Module.<newline/>Meaning: <newline/>Cannot allocate memory for communication.<newline/>Reason:<newline/>SW-Bug<newline/>Cure:<newline/>SW-Bugfixing."
"2167";"TA_AL_BRP_SELECT_SEND";"cannot send brp_vhlselect command";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2168";"TA_AL_BRP_SELECT_RX";"receive brp_vhlselect response failed";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2169";"TA_AL_BRP_SELECT_CHECKSUM";"checksum error in brp_vhlselect response";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2170";"TA_AL_BRP_SELECT_OOS";"sequence ID out of range for brp_vhlselect() response";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2171";"TA_AL_BRP_SELECT_FWERROR";"error returned from firmware for brp_vhlselect() command";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error inside CassetteReader or with RF-Tag.<newline/>Reason:<newline/>- CassetteReader module(B258) defective .<newline/>Cure:<newline/>Replace CassetteReader(B258)."
"2172";"TA_AL_BRP_GETSNR_SEND";"cannot send brp_getSNr command";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2173";"TA_AL_BRP_GETSNR_RX";"receive brp_getSNr response failed";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2174";"TA_AL_BRP_GETSNSR_CHECKSUM";"checksum error in brp_getSNr response";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2175";"TA_AL_BRP_GETSNR_OOS";"sequence ID out of range for brp_getSNr response";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2176";"TA_AL_BRP_GETSNR_FWERROR";"error returned from firmware for brp_getSNr command";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error inside CassetteReader or with RF-Tag.<newline/>Reason:<newline/>- CassetteReader module(B258) defective .<newline/>Cure:<newline/>Replace CassetteReader(B258)."
"2177";"TA_AL_BRP_SETMIF_SEND";"cannot send brp_setMifare command";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2178";"TA_AL_BRP_SETMIF_RX";"receive brp_setMifare response failed";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2179";"TA_AL_BRP_SETMIF_CHECKSUM";"checksum error in brp_setMifare response";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2180";"TA_AL_BRP_SETMIF_OOS";"sequence ID out of range for brp_setMifare response";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2181";"TA_AL_BRP_SETMIF_FWERROR";"error returned from firmware for brp_setMifare command";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error inside CassetteReader or with RF-Tag.<newline/>Reason:<newline/>- CassetteReader module(B258) defective .<newline/>Cure:<newline/>Replace CassetteReader(B258)."
"2182";"TA_AL_BRP_VHLREAD_SEND";"cannot send brp_vhlread command";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2183";"TA_AL_BRP_VHLREAD_RX";"receive brp_vhlread response failed";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
"2184";"TA_AL_BRP_VHLREAD_CHECKSUM";"checksum error in brp_vhlread response";"CassetteReader Module.<newline/>Meaning: <newline/>Communication error Cassette Handling Board with CassetteReader.<newline/>Reason:<newline/>- CassetteReader module(B258) defective or not connected or<newline/>- Cable Cassette Handling Board/CassetteReader defective or<newline/>- Cassette Handling Board(B250) defective.<newline/>Cure:<newline/>Connect CassetteReader(B258) with BU11 on CassetteHandling Board(B250) or Replace CassetteReader(B258) or  Cable or CassetteHandling Board(B250)."
