"ErrorCode";"Identifier";"Meaning";"Reason";"Cure"
"'229D4";"E_SSC_IFC_SEND";"Any memory or configuration problem. For more detailed information see underlying error. ";"Slowscan module : Sending a message to from SSC interface to slowscan module control task failed. This is a fatal error.";"Check software configuration."
"'229D5";"E_SSC_IFC_SV_SEND";"Any memory or configuration problem. For more detailed information see underlying error. ";"Slowscan module : Sending a interface message from any service function to slowscan module control task. This is a fatal error.";"Check software configuration."
"'229D6";"E_SSC_IFC_FNR_ERR";"- ";"Slowscan module : ssc_call_function () reported an error.";"For more detailed information see underlying error."
"'229D7";"E_SSC_INT_ALLOC";"SW-configuration problem or SW-bug ";"Slowscan module : mms_alloc() failed by allocating a message header block for interfacing to slowscan module control task.";"Check Software configuration, if ok contact SI-DIS."
"'229D8";"E_SSC_INT_QPOST";"SW-configuration problem or SW-bug - See underlying error - Contact SI-DIS ";"Slowscan module : mms_qpost() failed when posting a message to slowscan module control task.";"- check SW-configuration."
"'229D9";"E_SSC_TST_MMSOPEN";"Cannot access MMS ";"Slowscan module : mms_open failed in SSCTST program";"Check configuration."
"'229DA";"E_SSC_TST_SMQID";"System is not able to give me a queue ID for my input Queue should solve the problem. ";"Slowscan module : sm_queueid returned with error in SSCTST program";"System ressources are exhausted.  A 'mon res'"
"'229DB";"E_SSC_TST_MMSQCREATE";"System cannot create a message queue. ";"Slowscan module : Creation of my input queue failed in SSCTST program";"Check underlying error code for details."
"'229DC";"E_SSC_TST_SSC_ATTACH";"Its not possible to get access to Shared memory of SSC Therefore no communication possible. This is a fatal error. Check underlying error code for details. ";"Slowscan module : Attachment to Slowscan module interface failed.";"Check if ssc.prg is started."
"'229DD";"E_SSC_TST_IOC_ATTACH";"Its not possible to get access to Shared memory of IOC Therefore no communication possible. This is a fatal error. Check underlying error code for details. ";"Slowscan module : Attachment to IOBUS control (IOC) module interface failed.";"Check if ssc.prg is started."
"'229DE";"E_SSC_TST_MMSFREE";"Cannot free MMS header-, control- or image block. ";"Slowscan module : mms_free failed in SSCTST program";"Check configuration."
"'229DF";"E_SSC_IFC_VERSION";"SW-configuration problem. ";"Slowscan module :  Version of Interface not compatible with Version of SSC-Component.";"- contact SI-DIS."
"'229E0";"E_SSC_TST_SNSCAN_TYPE_2A";"2A type expected. ";"Slowscan module: Wrong type(2A/4A) of stepper node Scanrolls.";"Change jumper on stepper node scanrolls to 2A output current."
"'229E1";"E_SSC_TST_SNSCAN_TYPE_4A";"4A type expected. ";"Slowscan module: Wrong type(2A/4A) of stepper node Scanrolls.";"Change jumper on stepper node scanrolls to 4A output current."
"'229E2";"E_SSC_TST_SNLSR_TYPE_2A";"2A type expected. ";"Slowscan module: Wrong type(2A/4A) of stepper node Lift Scanrolls.";"Change jumper on stepper node lift scanrolls to 2A output current."
"'229E3";"E_SSC_TST_SNLSR_TYPE_4A";"4A type expected. ";"Slowscan module: Wrong type(2A/4A) of stepper node Lift Scanrolls.";"Change jumper on stepper node lift scanrolls to 4A output current."
"'229E4";"E_SSC_TST_SNPREALN_TYPE_2A";"2A type expected. ";"Slowscan module: Wrong type(2A/4A) of stepper node Prealignment .";"Change jumper on stepper node prealignment  to 2A output current."
"'229E5";"E_SSC_TST_SNPREALN_TYPE_4A";"4A type expected. ";"Slowscan module: Wrong type(2A/4A) of stepper node Prealignment .";"Change jumper on stepper node prealignment  to 4A output current."
"'229E6";"E_SSC_TST_SNPOSALN_TYPE_2A";"2A type expected. ";"Slowscan module: Wrong type(2A/4A) of stepper node Postalignment .";"Change jumper on stepper node postalignment  to 2A output current."
"'229E7";"E_SSC_TST_SNPOSALN_TYPE_4A";"4A type expected. ";"Slowscan module: Wrong type(2A/4A) of stepper node Postalignment .";"Change jumper on stepper node postalignment  to 4A output current."
"'22C00";"E_IOC_CFG_GETDEFAULTS";"Cannot load the default configuration data. idea how this can happen! Try to download IOC again - if nothing else helps. ";"IOBUS control module :  nvf_copy_virgin() failed.";"Check underlying error code for detailed information - no"
"'22C01";"E_IOC_CFG_ACC_MODE";"Cannot set accessmode for configuration data. idea how this can happen! Try to download IOC again - if nothing else helps. ";"IOBUS control module :  nvf_set_acc_mode() failed.";"Check underlying error code for detailed information - no"
"'22C02";"E_IOC_CFG_OVERWRITEDEFAULTS";"Unable to read the NVFs for the IOC component. ";"IOBUS control module :  nvf_read_values() returned with error.";"Check underlying error message for detailed information."
"'22C03";"E_IOC_CFG_DECLARECONFIG";"Cannot declare a configfile for service. ";"IOBUS control module :  nvf_dcl_cfg() failed.";"Check underlying error message for detailed information."
"'22C04";"E_IOC_SYNCING";"Cannot inform my parent that this component has started up successfully and that the installation procedure can continue. ";"IOBUS control module :  Write into sync mailbox failed.";""
"'22C05";"E_IOC_TASK1QPEND";"Problem reading from the input queue. ";"IOBUS control module :  mms_qpend() reported an error.";"Check underlying error message for details."
"'22C06";"E_IOC_TASK2QPEND";"Problem reading from the input queue. ";"IOBUS control module :  mms_qpend() reported an error.";"Check underlying error message for details."
"'22C07";"E_IOC_ALLOCCB";"Cannot allocate memory on the heap for my control block. ";"IOBUS control module :  sm_eheap() returned error.";"Could it be that we are running out of RAM?"
"'22C08";"E_IOC_LOADCONFIG";"Ther is an error while loading the configurable data. ";"IOBUS control module :  Cannot load this component's configuration data.";"Check configuration."
"'22C09";"E_IOC_ALLOCSHARED";"Cannot declare shared memory for data exchange between IOC's component interface library and IOC itself. ";"IOBUS control module :  sm_share() returned with error.";"System Ressources exhausted??"
"'22C0A";"E_IOC_INIT_MMSOPEN";"Cannot access MMS ";"IOBUS control module :  mms_open failed";"Check configuration."
"'22C0B";"E_IOC_GETQID";"System is not able to give me a queue ID for my input Queue too many tasks running (zombie processes, ....). A 'mon res' should solve the problem. It is not the way it's supposed to be, but ... ";"IOBUS control module :  sm_queueid returned with error.";"System ressources are exhausted. Could it be that there are"
"'22C0C";"E_IOC_QCREATE";"System cannot create a message queue. ";"IOBUS control module :  Creation of my input queue failed.";"Check underlying error code for details."
"'22C0D";"E_IOC_MMSALLOC_CTL";"SW-configuration problem or SW-bug ";"IOBUS control module :  IOBUS control: mms_alloc() failed by allocating a message control block for internal use.";"Check Software configuration, if ok contact SI-DIS."
"'22C10";"E_IOC_INITSTT";"Cannot initialize my state-transition-table. the VME. ";"IOBUS control module :  init_ioc_stt() failed.";"Nothing can be done - Try to download again and restart"
"'22C11";"E_IOC_NOTASKID";"Too many tasks running. likely to float around in the system blocking its ressources. ";"IOBUS control module :  System cannot assign a taskID to the IOC task.";"Check configuration and remove all zombie processes that are"
"'22C12";"E_IOC_TASK1START";"Cannot start the IOC task 1. underlying error codes for detauils. ";"IOBUS control module :  lib_taskcreate() returned with error.";"Starting the IOC task failed for any reason - check the"
"'22C13";"E_IOC_TASK1SYNC";"received an error while waiting for IOC to broadcast its birth. ";"IOBUS control module :  sc_pend() returned with error.";"Check underlying error for details."
"'22C14";"E_IOC_TASK2START";"Cannot start the IOC task 2. underlying error codes for details. ";"IOBUS control module :  lib_taskcreate() returned with error.";"Starting the IOC task failed for any reason - check the"
"'22C15";"E_IOC_TASK2SYNC";"received an error while waiting for IOC to broadcast its birth. ";"IOBUS control module :  sc_pend() returned with error.";"Check underlying error for details."
"'22C16";"E_IOC_TASK3START";"Cannot start the IOC task 3(sensor control). underlying error codes for details. ";"IOBUS control module :  lib_taskcreate() returned with error.";"Starting the IOC task failed for any reason - check the"
"'22C17";"E_IOC_TASK3SYNC";"received an error while waiting for IOC to broadcast its birth. ";"IOBUS control module :  sc_pend() returned with error.";"Check underlying error for details."
"'22C1A";"E_IOC_START_INITDRIVER";"Any error occurred during initialisations of ioc drivers. ";"IOBUS control module :  iocd_init() failed.";"Check underlying error for details."
"'22C1B";"E_IOC_START_COMPRESET";"- Disturbance on IO-Bus - Error on IO-Bus cable or node disconnected/bad contact - Node defective - Check IO-Bus cable and connector - Replace stepper node For more detailed information see underlying error. ";"IOBUS control module : Function ioc_comp_reset() reported an error with an IOBUS node while performing node resets during startup.";"- Restart system"
"'22C1C";"E_IOC_ATTACH_SMH_LIB";"Its not possible to get access to Shared memory of SMH Therefore no communication possible. This is a fatal error. ";"IOBUS control module :  Attachment to Stepper motor Driver library failed.";"System Ressources exhausted??"
"'22C1D";"E_IOC_ATTACH_ICN";"Its not possible to get access to Shared memory of ICN Therefore no communication possible. This is a fatal error. ";"IOBUS control module :  Attachment to ICN (Infocounter) module interface failed.";"System Ressources exhausted??"
"'22C20";"E_IOC_NODE_DRIVER";"- Wrong address coding - Error on IO-Bus cable or node disconnected - Node defective - Check IO-Bus cable and connector - Replace stepper node ";"IOBUS control module :  IO-Bus driver node not recognized.";"- Check address coding"
"'22C21";"E_IOC_NODE_FOUR_TRIAC";"- Wrong address coding - Error on IO-Bus cable or node disconnected - Node defective - Check IO-Bus cable and connector - Replace stepper node ";"IOBUS control module :  IO-Bus four way triac node not recognized.";"- Check address coding"
"'22C22";"E_IOC_TST_NDRIVER_CONNECT";"Node not connected or defective. ";"IOBUS control module: Node test of driver node failed.";"Connect node or replace."
"'22C23";"E_IOC_TST_N4TRIAC_CONNECT";"Node not connected or defective. ";"IOBUS control module: Node test of four triac node failed.";"Connect node or replace."
"'22C90";"E_IOC_ASEX_COMPRESET";"Any communication problem on IOBUS. For more detailed information see underlying error. ";"IOBUS control module : ioc_compreset () reported an error.";"Check IOBUS hardware and restart system"
"'22CA0";"E_IOC_COMPRESET_DRIVERRESET";"Any communication problem on IOBUS. For more detailed information see underlying error. ";"IOBUS control module : Error while performing reset of drive node.";"Check IOBUS hardware and restart system"
"'22CA1";"E_IOC_COMPRESET_FOURTRIACRESET";"Any communication problem on IOBUS. For more detailed information see underlying error. ";"IOBUS control module : Error while performing reset of four times triac node.";"Check IOBUS hardware and restart system"
"'22CA3";"E_IOC_WNV_SACC1";"Cannot set accessmode for configuration data file. idea how this can happen! Try to download IOC again - if nothing else helps. ";"IOBUS control module :  nvf_set_acc_mode() failed.";"Check underlying error code for detailed information - no"
"'22CA4";"E_IOC_WNV_SACC2";"Cannot set accessmode for configuration data variable. idea how this can happen! Try to download IOC again - if nothing else helps. ";"IOBUS control module :  nvf_set_acc_mode() failed.";"Check underlying error code for detailed information - no"
"'22CA5";"E_IOC_WNV_WRITE";"Cannot write a value to configuration data(NVF). idea how this can happen! Try to download IOC again - if nothing else helps. ";"IOBUS control module :  nvf_write_values() failed.";"Check underlying error code for detailed information - no"
"'22CA6";"E_IOC_WNV_UACC1";"Cannot unset accessmode for configuration data. idea how this can happen! Try to download IOC again - if nothing else helps. ";"IOBUS control module :  nvf_unset_acc_mode() failed.";"Check underlying error code for detailed information - no"
"'22CAA";"E_IOC_MSG_WSTATE_REF";"IOBUS control module : An event arrived in a state, where it cannot be handled. The software refused the message and sent it back. ";"IOBUS control module :";""
"'22CAB";"E_IOC_MSG_SERVICE_IN_USE";"IOBUS control module : An event arrived for a service which is occupied by another user. The software refused the message and sent it back. ";"IOBUS control module :";""
